movie_id,title,tags
10764,Quantum of Solace,"quantum solac continu adventur jame bond casino royale. betray vesper, woman loved, 007 fight urg make latest mission personal. pursu determin uncov truth, bond interrog mr. white, reveal organ blackmail vesper far complex danger anyon imagined. adventur action thriller crime kill undercov secret agent british secret servic daniel craig olga kurylenko mathieu amalr marc forster"
58,Pirates of the Caribbean: Dead Man's Chest,"captain jack sparrow work way blood debt ghostli davey jones, also attempt avoid etern damnation. adventur fantasi action witch fortun teller bondag exot island monster captain card game east india trade compani compass ship daughter pirat swashbuckl aftercreditssting johnni depp orlando bloom keira knightley gore verbinski"
57201,The Lone Ranger,"texa ranger chase gang outlaw led butch cavendish, gang ambush rangers, seemingli kill all. one survivor found, however, american indian name tonto, nurs back health. ranger, don mask ride white stallion name silver, team tonto bring unscrupul gang other ilk justice. action adventur western texa hors survivor texa ranger partner outlaw escap lawyer train lone ranger comanch lone ranger tonto johnni depp armi hammer william fichtner gore verbinski"
49521,Man of Steel,"young boy learn extraordinari power earth. young man, journey discov came sent do. hero must emerg save world annihil becom symbol hope mankind. action adventur fantasi scienc fiction save world dc comic superhero base comic book superhuman alien invas reboot super power dc extend univers henri cavil ami adam michael shannon zack snyder"
2454,The Chronicles of Narnia: Prince Caspian,"one year incred adventur lion, witch wardrobe, peter, edmund, luci susan pevensi return narnia aid young princ whose life threaten evil king miraz. now, help color cast new characters, includ trufflehunt badger nikabrik dwarf, pevensi clan embark incred quest ensur narnia return right heir. adventur famili fantasi base novel fiction place brother sister relationship lion human wretch leap time matter life death faith uncl narnia fantasi world ben barn william moseley anna popplewel andrew adamson"
24428,The Avengers,"unexpect enemi emerg threaten global safeti security, nick fury, director intern peacekeep agenc known s.h.i.e.l.d., find need team pull world back brink disaster. span globe, dare recruit effort begins! scienc fiction action adventur new york shield marvel comic superhero base comic book alien invas superhero team aftercreditssting duringcreditssting marvel cinemat univers robert downey jr. chri evan mark ruffalo joss whedon"
1865,Pirates of the Caribbean: On Stranger Tides,"captain jack sparrow cross path woman past, sure love -- ruthless con artist who' use find fabl fountain youth. forc aboard queen anne' revenge, ship formid pirat blackbeard, jack find unexpect adventur know fear more: blackbeard woman past. adventur action fantasi sea captain mutini sword prime minist sail silver ship duke mermaid pirat soldier battl swashbuckl aftercreditssting 3d johnni depp penélop cruz ian mcshane rob marshal"
41154,Men in Black 3,"agent j (will smith) k (tommi lee jones) back...in time. j seen inexplic thing 15 year men black, nothing, even aliens, perplex much wry, retic partner. k' life fate planet put stake, agent j travel back time put thing right. j discov secret univers k never told - secret reveal team young agent k (josh brolin) save partner, agency, futur humankind. action comedi scienc fiction time travel time machin alien fiction govern agenc see futur chang histori smith tommi lee jone josh brolin barri sonnenfeld"
122917,The Hobbit: The Battle of the Five Armies,"immedi event desol smaug, bilbo dwarv tri defend erebor' mountain treasur other claim it: men ruin laketown elv mirkwood. meanwhil armi orc led azog defil march erebor, fuel rise dark lord sauron. dwarves, elv men must unite, hope middle-earth fall bilbo' hands. action adventur fantasi corrupt elv dwarv orc middle-earth (tolkien) hobbit dragon battl unlik friendship epic battl sword sorceri martin freeman ian mckellen richard armitag peter jackson"
1930,The Amazing Spider-Man,"peter parker outcast high schooler abandon parent boy, leav rais uncl ben aunt may. like teenagers, peter tri figur got person today. peter discov mysteri briefcas belong father, begin quest understand parents' disappear – lead directli oscorp lab dr. curt connors, father' former partner. spider-man set collis cours connors' alter ego, lizard, peter make life-alt choic use power shape destini becom hero. action adventur fantasi loss father vigilant serum marvel comic scientif experi spider bite mask vigilant reboot super power genet engin social outcast duringcreditssting andrew garfield emma stone rhi ifan marc webb"
20662,Robin Hood,"soldier robin happen upon die robert loxley, promis return man' sword famili nottingham. there, assum robert' identity; romanc widow, marion; draw ire town' sheriff king john' henchman, godfrey. action adventur robin hood archer knight sherwood forest bow arrow middl age mediev king england russel crow cate blanchett max von sydow ridley scott"
57158,The Hobbit: The Desolation of Smaug,"dwarves, bilbo gandalf success escap misti mountains, bilbo gain one ring. continu journey get gold back dragon, smaug. adventur fantasi elv dwarv orc hobbit dragon wizard sword sorceri martin freeman ian mckellen richard armitag peter jackson"
2268,The Golden Compass,"overhear shock secret, precoci orphan lyra belacqua trade carefre exist roam hall jordan colleg otherworldli adventur far north, unawar part destiny. adventur fantasi england compass experi lordship uncl polar bear orphan anim base young adult novel dakota blue richard nicol kidman daniel craig chri weitz"
254,King Kong,"1933 new york, overli ambiti movi produc coerc cast hire ship crew travel mysteri skull island, encount kong, giant ape immedi smitten lead lady. adventur drama action film busi screenplay show busi film make film produc exot island monster indigen ship dinosaur naomi watt jack black adrien brodi peter jackson"
597,Titanic,"84 year later, 101-year-old woman name rose dewitt bukat tell stori granddaught lizzi calvert, brock lovett, lewi bodine, bobbi buell anatoli mikailavich keldysh life set april 10th 1912, ship call titan young rose board depart ship upper-class passeng mother, ruth dewitt bukater, fiancé, caledon hockley. meanwhile, drifter artist name jack dawson best friend fabrizio de rossi win third-class ticket ship game. explain whole stori departur death titan first last voyag april 15th, 1912 2:20 morning. drama romanc thriller shipwreck iceberg ship panic titan ocean liner epic rich woman - poor man love disast tragic love class differ imax star cross lover steerag salvag rich snob 3d 1910 kate winslet leonardo dicaprio franc fisher jame cameron"
271110,Captain America: Civil War,"follow event age ultron, collect govern world pass act design regul superhuman activity. polar opinion amongst avengers, caus two faction side iron man captain america, caus epic battl former allies. adventur action scienc fiction civil war war marvel comic sequel superhero base comic book imax aftercreditssting duringcreditssting marvel cinemat univers 3d chri evan robert downey jr. scarlett johansson anthoni russo"
44833,Battleship,"mankind beam radio signal space, repli come ‘planet g’, form sever alien craft splash water hawaii. lieuten alex hopper weapon offic assign uss john paul jones, part intern naval coalit becom world' last hope surviv engag hostil alien forc unimagin strength. take invaders, hopper must also tri live potenti brother, fiancée' father, admir shane, expect him. thriller action adventur scienc fiction fight u.s. navi mind read hong kong soccer scientist fiction war naval armada battleship naval combat jd myoko lost commun taser buoy commun expert joint chief staff crash land jet fighter pilot navi lieuten permiss marri uss john paul jone base board game aftercreditssting mighti mo uss missouri taylor kitsch alexand skarsgård rihanna peter berg"
135397,Jurassic World,"twenty-two year event jurass park, isla nublar featur fulli function dinosaur theme park, jurass world, origin envis john hammond. action adventur scienc fiction thriller monster dna tyrannosauru rex velociraptor island sequel suspens disast escap dinosaur amus park anim attack theme park jurass park 3d anim horror chri pratt bryce dalla howard irrfan khan colin trevorrow"
37724,Skyfall,"bond' latest assign goe grave wrong agent around world exposed, mi6 attack forc reloc agency. event caus author posit challeng gareth mallory, new chairman intellig secur committee. mi6 compromis insid out, left one alli trust: bond. 007 take shadow - aid field agent, eve - follow trail mysteri silva, whose lethal hidden motiv yet reveal themselves. action adventur thriller spi secret agent sociopath killer art galleri british secret servic istanbul turkey imax uzi boobi trap imperson polic offic macao daniel craig judi dench javier bardem sam mend"
558,Spider-Man 2,"peter parker go major ident crisis. burn spider-man, decid shelv superhero alter ego, leav citi suffer wake carnag left evil doc ock. meantime, parker still can't act feel mari jane watson, girl love sinc childhood. action adventur fantasi dual ident love one' life pizza boy marvel comic sequel superhero doctor scientist tentacl death super villain tobey maguir kirsten dunst jame franco sam raimi"
68721,Iron Man 3,"toni stark' world torn apart formid terrorist call mandarin, start odyssey rebuild retribution. action adventur scienc fiction terrorist war terror tennesse malibu marvel comic superhero base comic book toni stark iron man aftercreditssting marvel cinemat univers mandarin 3d war machin iron patriot extremi robert downey jr. gwyneth paltrow cheadl shane black"
12155,Alice in Wonderland,"alice, unpretenti individu 19-year-old, betroth dunc english nobleman. engag party, escap crowd consid whether go marriag fall hole garden spot unusu rabbit. arriv strang surreal place call 'underland,' find world resembl nightmar child, fill talk animals, villain queen knights, frumiou bandersnatches. alic realiz reason – conquer horrif jabberwocki restor right queen throne. famili fantasi adventur base novel fiction place queen fantasi alic wonderland fantasi world 3d mia wasikowska johnni depp ann hathaway tim burton"
36668,X-Men: The Last Stand,"cure found treat mutations, line drawn amongst x-men brotherhood, band power mutant organ xavier' former ally, magneto. adventur action scienc fiction thriller mutant marvel comic base comic book superhuman beast cyclop aftercreditssting hugh jackman hall berri ian mckellen brett ratner"
62211,Monsters University,look relationship mike sulley day monster univers — necessarili best friends. anim famili monster dormitori game anim best friend univers scari aftercreditssting billi crystal john goodman steve buscemi dan scanlon
8373,Transformers: Revenge of the Fallen,"sam witwicki leav autobot behind normal life. mind fill cryptic symbols, decepticon target drag back transformers' war. scienc fiction action adventur egypt sun chao symbol artifact transform tank robot imax duringcreditssting shia labeouf megan fox josh duhamel michael bay"
91314,Transformers: Age of Extinction,"human pick pieces, follow conclus ""transformers: dark moon,"" autobot decepticon vanish face planet. however, group powerful, ingeni businessman scientist attempt learn past transform incurs push boundari technolog beyond control - ancient, power transform menac set earth cross-hairs. scienc fiction action adventur sequel alien transform giant robot robot imax transform robot mark wahlberg stanley tucci kelsey grammer michael bay"
68728,Oz: The Great and Powerful,"oscar diggs, small-tim circu illusionist con-artist, whisk kansa land oz inhabit assum great wizard prophecy, save oz clutch evil. fantasi adventur famili circu witch magic hope illus lost magic trick wizard 3d jame franco mila kuni rachel weisz sam raimi"
102382,The Amazing Spider-Man 2,"peter parker, life busy. take bad guy spider-man spend time person loves, gwen stacy, high school graduat cannot come quickli enough. peter forgotten promis made gwen’ father protect stay away, promis cannot keep. thing chang peter new villain, electro, emerges, old friend, harri osborn, returns, peter uncov new clue past. action adventur fantasi obsess marvel comic sequel base comic book electrocut medic experi electr super power andrew garfield emma stone jami foxx marc webb"
20526,TRON: Legacy,"sam flynn, tech-savvi dare son kevin flynn, investig father' disappear pull grid. help mysteri program name quorra, sam quest stop evil dictat clu cross real world. adventur action scienc fiction artifici intellig secret ident comput program dystopia comput decept duel motorcycl neon light autocraci garrett hedlund jeff bridg olivia wild joseph kosinski"
49013,Cars 2,star race car lightn mcqueen pal mater head oversea compet world grand prix race. road championship becom rocki mater get caught intrigu adventur own: intern espionage. anim famili adventur comedi car race sequel comedi anthropomorph best friend duringcreditssting owen wilson larri cabl guy michael cain john lasset
44912,Green Lantern,"centuries, small power forc warrior call green lantern corp sworn keep intergalact order. green lantern wear ring grant superpowers. new enemi call parallax threaten destroy balanc power universe, fate fate earth lie hand first human ever recruited. adventur action thriller scienc fiction dc comic transform superhero alien alien infect magic object protector super power origin 3d ryan reynold blake live peter sarsgaard martin campbel"
10193,Toy Story 3,"woody, buzz, rest andy' toy play years. andi go college, gang find accident left nefari day care center. toy must band togeth escap return home andy. anim famili comedi hostag colleg toy barbi anim escap day care teddi bear duringcreditssting toy come life personif inanim object come life toy stori tom hank tim allen ned beatti lee unkrich"
534,Terminator Salvation,"grown post-apocalypt 2018, john connor must lead resist human increasingli domin militarist robots. marcu wright appears, exist confus mission connor tri determin whether wright come futur past -- whether friend foe. action scienc fiction thriller save world artifici intellig propheci san francisco cyborg killer robot ga station post-apocalypt dystopia armi firearm wartim lo angel christian bale sam worthington anton yelchin mcg"
168259,Furious 7,deckard shaw seek reveng domin toretto famili comatos brother. action car race speed reveng suspens car race muscl car vin diesel paul walker dwayn johnson jame wan
72190,World War Z,"life former unit nation investig gerri lane famili seem content. suddenly, world plagu mysteri infect turn whole human popul rampag mindless zombies. bare escap chaos, lane persuad go mission investig disease. follow peril trek around world lane must brave horrif danger long odd find answer human civil falls. action drama horror scienc fiction thriller dystopia apocalyps zombi nuclear weapon multipl perspect zombi apocalyps brad pitt mireil eno abigail hargrov marc forster"
127585,X-Men: Days of Future Past,ultim x-men ensembl fight war surviv speci across two time period join forc younger selv epic battl must chang past – save future. action adventur fantasi scienc fiction 1970 mutant time travel marvel comic base comic book superhuman storm beast aftercreditssting chang past futur hugh jackman jame mcavoy michael fassbend bryan singer
54138,Star Trek Into Darkness,"crew enterpris call back home, find unstopp forc terror within organ deton fleet everyth stand for, leav world state crisis. person score settle, captain kirk lead manhunt war-zon world captur one man weapon mass destruction. hero propel epic chess game life death, love challenged, friendship torn apart, sacrific must made famili kirk left: crew. action adventur scienc fiction spacecraft friendship sequel futurist space alien imax space opera terrorist bomb 3d chri pine zachari quinto zoe saldana j.j. abram"
81005,Jack the Giant Slayer,"stori ancient war reignit young farmhand unwittingli open gateway world fearsom race giants. unleash earth first time centuries, giant strive reclaim land lost, forc young man, jack battl life stop them. fight kingdom, people, love brave princess, come face face unstopp warrior thought exist legend–and get chanc becom legend himself. action famili fantasi base fairi tale giant nichola hoult eleanor tomlinson ewan mcgregor bryan singer"
64682,The Great Gatsby,"adapt f. scott fitzgerald' long island-set novel, midwestern nick carraway lure lavish world neighbor, jay gatsby. soon enough, however, carraway see crack gatsby' nouveau rich existence, obsession, madness, tragedi await. drama romanc base novel infidel obsess hope 3d leonardo dicaprio tobey maguir carey mulligan baz luhrmann"
9543,Prince of Persia: The Sands of Time,"rogu princ reluctantli join forc mysteri princess together, race dark forc safeguard ancient dagger capabl releas sand time – gift god revers time allow possessor rule world. adventur fantasi action romanc persia sandstorm brother brother armageddon regent base video game jake gyllenha gemma arterton ben kingsley mike newel"
68726,Pacific Rim,"legion monstrou creatures, known kaiju, start rise sea, war began would take million live consum humanity' resourc year end. combat giant kaiju, special type weapon devised: massiv robots, call jaegers, control simultan two pilot whose mind lock neural bridge. even jaeger prove nearli defenseless face relentless kaiju. verg defeat, forc defend mankind choic turn two unlik heroes—a washed-up former pilot (charli hunnam) untest traine (rinko kikuchi)—who team drive legendari seemingli obsolet jaeger past. together, stand mankind' last hope mount apocalypse. action scienc fiction adventur dystopia giant robot giant monster apocalyps imax duringcreditssting 3d idri elba charli hunnam charli day guillermo del toro"
38356,Transformers: Dark of the Moon,"sam witwicki take first tenuou step adulthood remain reluct human alli autobot-lead optimu prime. film center around space race ussr usa, suggest hidden transform role remain one planet' danger secrets. action scienc fiction adventur moon spacecraft traitor bodyguard alien planet base cartoon transform giant robot sabotag word domin commando duringcreditssting shia labeouf john malkovich ken jeong michael bay"
217,Indiana Jones and the Kingdom of the Crystal Skull,"set cold war, soviet – led sword-wield irina spalko – search crystal skull supernatur power relat mystic lost citi gold. captur escap them, indi coerc head peru behest young man whose friend – indy' colleagu – professor oxley captur knowledg skull' whereabouts. adventur action save world riddl whip treasur mexico citi leather jacket machinegun alien phenomenon maya civil peru treasur hunt nuclear explos refriger archaeologist indiana jone archeolog harrison ford cate blanchett shia labeouf steven spielberg"
105864,The Good Dinosaur,epic journey world dinosaur apatosauru name arlo make unlik human friend. adventur anim famili tyrannosauru rex friend altern histori dinosaur fear storm natur human journey raymond ochoa jack bright jeffrey wright peter sohn
62177,Brave,"brave set mystic scottish highlands, mérida princess kingdom rule king fergu queen elinor. unruli daughter accomplish archer, mérida one day defi sacr custom land inadvert bring turmoil kingdom. attempt set thing right, mérida seek eccentr old wise woman grant ill-fat wish. also figur mérida’ quest — serv comic relief — kingdom’ three lords: enorm lord macguffin, surli lord macintosh, disagre lord dingwall. anim adventur comedi famili action fantasi scotland rebel braveri kingdom archer wish bear scot rebelli daughter turn anim archeri ruin aftercreditssting peac offer woman director courag 3d kelli macdonald juli walter billi connolli brenda chapman"
188927,Star Trek Beyond,"uss enterpris crew explor furthest reach unchart space, encount mysteri new enemi put everyth feder stand test. action adventur scienc fiction sequel strand hatr space opera chri pine zachari quinto karl urban justin lin"
10681,WALL·E,"wall· last robot left earth overrun garbag human fled outer space. 700 year continu tri clean mess, develop rather interest human-lik qualities. ship arriv sleek new type robot, wall· think final found friend stow away ship leaves. anim famili romant comedi ben burtt elissa knight jeff garlin andrew stanton"
5174,Rush Hour 3,"attempt assassin ambassador han, inspector lee detect carter back action head pari protect french woman knowledg triads' secret leaders. lee also hold secret meet unit nation authority, person struggl chines crimin mastermind name kenji, reveal lee' long-lost...brother. action comedi crime thriller ambassador chri tucker jacki chan hiroyuki sanada brett ratner"
14161,2012,"dr. adrian helmsley, part worldwid geophys team investig effect earth radiat unpreced solar storms, learn earth' core heat up. warn u.s. presid thoma wilson crust earth becom unstabl without proper prepar save fraction world' population, entir race doomed. meanwhile, writer jackson curti stumbl information. world' leader race build ""arks"" escap impend cataclysm, curti struggl find way save family. meanwhile, volcan erupt earthquak unpreced strength wreak havoc around world. action adventur scienc fiction civil natur disast end world disast apocalyps destruct volcan erupt mayan ark solar destruct mankind john cusack amanda peet chiwetel ejiofor roland emmerich"
17979,A Christmas Carol,"miser ebenez scroog awaken christma eve spirit reveal miser existence, opportun wast youth, current cruelties, dire fate await chang ways. scroog face stori grow bitter meanness, must decid futur hold: death redemption. anim drama holiday base novel victorian england money christma eve scroog christma carol ghost lesson charl dicken christma gari oldman jim carrey steve valentin robert zemecki"
76757,Jupiter Ascending,"univers human genet materi preciou commodity, impoverish young earth woman becom key strateg maneuv intern strife within power dynasty… scienc fiction fantasi action adventur jupit space woman director 3d interspeci romanc mila kuni chan tatum sean bean lilli wachowski"
258489,The Legend of Tarzan,"tarzan, acclim life london, call back former home jungl investig activ mine encampment. action adventur africa feral child tarzan jungl anim attack alexand skarsgård margot robbi christoph waltz david yate"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","sibl lucy, edmund, susan peter step magic wardrob find land narnia. there, discov charming, peac kingdom plung etern winter evil white witch, jadis. aid wise magnific lion, aslan, children lead narnia spectacular, climact battl free witch' glacial power forever. adventur famili fantasi save world witch base novel brother sister relationship self sacrific winter cupboard beaver lion fairy-tal figur battl narnia fantasi world duringcreditssting william moseley anna popplewel skandar keyn andrew adamson"
246655,X-Men: Apocalypse,"re-emerg world' first mutant, world-destroy apocalypse, x-men must unit defeat extinct level plan. scienc fiction mutant supernatur power marvel comic superhero base comic book superhuman apocalyps superhero team world domin aftercreditssting 1980 jame mcavoy michael fassbend jennif lawrenc bryan singer"
155,The Dark Knight,"batman rais stake war crime. help lt. jim gordon district attorney harvey dent, batman set dismantl remain crimin organ plagu streets. partnership prove effective, soon find prey reign chao unleash rise crimin mastermind known terrifi citizen gotham joker. drama action crime thriller dc comic crime fighter secret ident scarecrow sadism chao gotham citi vigilant joker superhero base comic book tragic hero organ crime crimin mastermind district attorney imax super villain super power batman christian bale heath ledger aaron eckhart christoph nolan"
14160,Up,"carl fredricksen spent entir life dream explor globe experienc life fullest. age 78, life seem pass by, twist fate (and persist 8-year old wilder explor name russell) give new leas life. anim comedi famili adventur age differ central south america balloon anim float air duringcreditssting explor ed asner christoph plummer jordan nagai pete docter"
15512,Monsters vs Aliens,"susan murphi unwittingli clobber meteor full outer space gunk wed day, mysteri grow 49-feet-11-inches. militari jump action captur susan, secret away covert govern compound. renam ginormica place confin ragtag group monsters... anim famili adventur scienc fiction alien giant robot duringcreditssting seth rogen rees witherspoon hugh lauri conrad vernon"
1726,Iron Man,"held captiv afghan cave, billionair engin toni stark creat uniqu weapon suit armor fight evil. action scienc fiction adventur middl east arm dealer malibu marvel comic superhero base comic book toni stark iron man aftercreditssting marvel cinemat univers counter terror agent coulson robert downey jr. terrenc howard jeff bridg jon favreau"
44826,Hugo,"hugo orphan boy live wall train station 1930 paris. learn fix clock gadget father uncl put use keep train station clock running. thing left connect dead father automaton (mechan man) work without special key hugo need find unlock secret believ contains. adventures, meet shopkeeper, georg melies, work train station adventure-seek god-daughter. hugo find surpris connect father automaton, discov unlock memori old man buri insid regard past. adventur drama famili librari clock film director key toy boy love orphan robot automaton hide filmmak leg brace doberman 3d ben kingsley sacha baron cohen asa butterfield martin scorses"
8487,Wild Wild West,legless southern inventor dr. arliss loveless plan rekindl civil war assassin presid u.s. grant. two men stop him: gunfight jame west master-of-disguis inventor artemu gordon. two must team thwart loveless' plans. action adventur comedi scienc fiction western steampunk base tv seri steam locomot drag smith kevin kline kenneth branagh barri sonnenfeld
1735,The Mummy: Tomb of the Dragon Emperor,"archaeologist rick o'connel travel china, pit emperor 2,000-year-old han dynasti who' return dead pursu quest world domination. time, o'connel enlist help wife son quash so-cal 'dragon emperor' abus supernatur power. adventur action fantasi brendan fraser jet li john hannah rob cohen"
297761,Suicide Squad,"dc comic come suicid squad, antihero team incarcer supervillain act deniabl asset unit state government, undertak high-risk black op mission exchang commut prison sentences. action adventur crime fantasi scienc fiction dc comic share univers anti hero secret mission villain superhero supervillain dc extend univers smith margot robbi joel kinnaman david ayer"
2698,Evan Almighty,god contact congressman evan baxter tell build ark prepar great flood. fantasi comedi famili father son relationship daili life marri coupl support father marriag faith baustel rescu anim natur duringcreditssting noah' ark steve carel lauren graham john goodman tom shadyac
137113,Edge of Tomorrow,"major bill cage offic never seen day combat unceremoni demot drop combat. cage kill within minutes, manag take alpha alien him. awaken back begin day forc fight die again... - physic contact alien thrown time loop. action scienc fiction deja vu time warp restart dystopia war alien militari offic soldier alien invas exoskeleton tom cruis emili blunt brendan gleeson doug liman"
9804,Waterworld,"futurist world polar ice cap melt made earth liquid planet, beauti barmaid rescu mutant seafar float island prison. escape, along young charge, enola, sail aboard ship. trio soon becom target menac pirat covet map 'dryland' – tattoo enola' back. adventur action ocean tattoo mutant water dystopia doomsday kevin costner chaim girafi rick avil kevin reynold"
14869,G.I. Joe: The Rise of Cobra,"egyptian desert deep polar ice caps, elit g.i. joe team use latest next-gener spi militari equip fight corrupt arm dealer destro grow threat mysteri cobra organ prevent plung world chaos. adventur action thriller scienc fiction terrorist secret hostag technolog warhead govern presid reveng murder attack explos scientist laser evil cobra denni quaid chan tatum marlon wayan stephen sommer"
150540,Inside Out,"grow bumpi road, except riley, uproot midwest life father start new job san francisco. like us, riley guid emot - joy, fear, anger, disgust sadness. emot live headquarters, control center insid riley' mind, help advis everyday life. riley emot struggl adjust new life san francisco, turmoil ensu headquarters. although joy, riley' main import emotion, tri keep thing positive, emot conflict best navig new city, hous school. drama comedi anim famili dream cartoon imaginari friend anim famili move kid unicorn duringcreditssting 3d emot ami poehler phylli smith richard kind pete docter"
278927,The Jungle Book,"threat tiger shere khan forc flee jungle, man-cub name mowgli embark journey self discoveri help panther, bagheera, free spirit bear, baloo. famili adventur drama fantasi base novel snake wolf eleph tiger feral child panther remak bear jungl talk anim orphan anim talk anim neel sethi bill murray ben kingsley jon favreau"
10138,Iron Man 2,"world awar dual life armor superhero iron man, billionair inventor toni stark face pressur government, press public share technolog military. unwil let go invention, stark, pepper pott jame 'rhodey' rhode side, must forg new allianc – confront power enemies. adventur action scienc fiction malibu marvel comic superhero base comic book reveng aftercreditssting marvel cinemat univers robert downey jr. gwyneth paltrow cheadl jon favreau"
58595,Snow White and the Huntsman,"evil queen marri king, perform violent coup king murder daughter, snow white, taken captive. almost decad later, grown snow white still clutch queen. order obtain immortality, evil queen need heart snow white. snow escap castle, queen send huntsman find dark forest. adventur fantasi drama queen magic fairi tale immort forest decept woman etern youth snow white evil queen evil stepmoth imprison sorceress kristen stewart charliz theron chri hemsworth rupert sander"
102651,Maleficent,"untold stori disney' icon villain 1959 classic 'sleep beauty'. beautiful, pure-heart young woman, malefic idyl life grow peaceabl forest kingdom, one day invad armi threaten harmoni land. malefic rise land' fiercest protector, ultim suffer ruthless betray – act begin turn heart stone. bent revenge, malefic face epic battl invad king' successor and, result, place curs upon newborn infant aurora. child grows, malefic realiz aurora hold key peac kingdom - maleficent' true happi well. fantasi adventur action famili romanc fairi tale villain sleep beauti dark fantasi base fairi tale adapt retel literari adapt 3d angelina joli ell fan sharlto copley robert stromberg"
119450,Dawn of the Planet of the Apes,"group scientist san francisco struggl stay aliv aftermath plagu wipe humanity, caesar tri maintain domin commun intellig apes. scienc fiction action drama thriller leader coloni post-apocalypt dystopia forest sequel wood ape scientist monkey medic research anim attack plagu 3d andi serki jason clark gari oldman matt reev"
79698,The Lovers,"lover epic romanc time travel adventur film. helm roland joffé stori ajey jhankar, film sweep tale imposs love set backdrop first anglo-maratha war across two time period contin centr around four charact — british offic 18th centuri coloni india, indian woman fall deepli love with, american present-day marin biologist wife. action adventur scienc fiction romanc josh hartnett simon kessel tamsin egerton roland joffé"
